RecipeID,recipies,RequiredTime,Ingredients,Description
253,Pineapple Sheera ( Low Calorie Healthy Cooking ),25,"1 cup pineapple pur�e
1 tbsp sugar
1 tbsp ghee
1 cup semolina (rava)
1 cup low-fat milk (99.7% fat-free)
3 tbsp sugar substitute
a few saffron (kesar) strands dissolved with 2 tbsp low-fat milk
1/2 tsp cardamom (elaichi) powder

For The Garnish
a few of saffron (kesar) strands","Afruity delight that is low in calories yet very tasty. Fresh pineapple puree perks up the flavour,however you need to cook it with sugar to get the real flavour."
254,"Piyush, Faral Piyush Recipe",5,"For Piyush
2 cups readymade kesar-flavoured shrikhand
3 cups fresh unsalted buttermilk
2 tbsp sugar
a pinch of cardamom (elaichi) powder
a pinch of nutmeg (jaiphal) powder

For The Garnish
2 tbsp pistachio slivers
a few saffron (kesar) strands","piyush recipe | homemade Gujarati piyush |how to make traditional Maharashtrian piyush at home | piyush drink | with 28 amazing images.

piyush recipe | homemade Gujarati piyush |how to make traditional Maharashtrian piyush at home | piyush drink is a rich satiating drink with pleasing yellow colour. Learn how to make traditional Maharashtrian piyush to home.

To make piyush, combine shrikhand, unsalted buttermilk, sugar, cardamom powder and nutmeg powder in a deep bowl and whisk well. Refrigerate for at least 2 hours. Pour equal quantities of the drink in 4 individual glasses and serve chilled garnished with pistachios and saffron.

Homemade Gujarati piyush tastes like nectar, and nothing short of it, especially on a hot summer�s day when you are on a fast. This faraal recipe keeps you full for quite some time, as it is made with sumptuous ingredients like shrikhand and fresh buttermilk. Make it on occasions like Mahashivratri, Janmashtami or Ekadashi for upvas.

The assortment of spices used, especially kesar, give the piyush drink a very rich hue and flavour. We have garnished with pistachios, as they contrast in colour and show up well against the Piyush, but you can use other nuts as well.

While this traditional Maharashtrian piyush at home makes use of readymade shrikhand, for an authentic homely aroma and flavour, you can make keasr elaichi shrikhand in your own kitchen.

Tips for piyush. 1. The butter milk should not have salt or cumin seeds powder in it. This has to be plain buttermilk. 2. Use thick curd instead of buttermilk, if you like a thick piyush drink like a lassi. 3. Use a good quality kesar for best colour.

Some more cooling drinks to enjoy on days you are fasting - Thandai, Coconut Kewra Drink and Minty Mango Delight.

Enjoy piyush recipe | homemade Gujarati piyush |how to make traditional Maharashtrian piyush at home | piyush drink | with step by step images."
255,Poha Chivda,15,"For Poha Chivda
3 cups thin beaten rice (poha)
2 tbsp oil
1 tsp mustard seeds ( rai / sarson)
4 to 6 curry leaves (kadi patta)
1/4 cup raw peanuts
1/4 cup roasted chana dal (daria)
2 tbsp cashewnut (kaju) halves
1/2 tsp turmeric powder (haldi)
1 tsp chilli powder
1 tbsp powdered sugar
salt to taste","poha chivda | roasted poha chivda | thin poha chivda | maharashtrian poha chivda | with 14 images.

Poha Chivda is made from an assortment of ingredients ranging from poha, roasted urad dal and peanuts to cashews and curry leaves. This gives poha chivda a range of textures, while a choice of spice powders gives it a nice savoury aroma and flavour.

Pop a spoonful into your mouth and savour the crunchiness of this delectable thin poha chivda snack! I always prefer to make snacks at home. Store bought or street bought snacks are cooked in inferior quality oil which causes inflammation of the body. This roasted poha chivda is not deep fried and hence a lot healthier than deep fried snacks.

While it is perfect to have on a cold, rainy day, with a cup of chai , this versatile poha chivda snack is also light enough to enjoy on a hot summer�s day with a glass of juice, or to take along to school or office in a snack box!

You can prepare a batch of this thin poha chivda and store it in an airtight container for a 10 to 15 days to relish it as and when you wish to. Looking for Indian travel food dry snacks, then this maharashtrian poha chivda is a perfect choice.

When making roasted poha chivda, you need to take care. Dry roast the thin beaten rice on a medium flame for 2 to 3 minutes, while stirring continuously. If you stir too much, the thin poha might break so, make use of a pan with handles and toast by shaking the pan.

Enjoy maharashtrian poha chivda with detailed step by step photos and video below."
256,Poha Khichdi,45,"100 gms moong dal (split green gram)
100 gms beaten rice (poha)
2 tsp sambhar powder
1 tsp jaggery (gur)
3 tsp tamarind (imli) water
2 small sticks of cinnamon (dalchini)
2 cups chopped mixed vegetables (french beans , potatoes , carrots ,
tomato , capsicum and green peas)
1 onion , chopped
salt to taste
oil for cooking
1 tsp turmeric powder (haldi)
1 tsp mustard seeds ( rai / sarson)
4 to 5 curry leaves (kadi patta)","A tasty khichadi made with poha, green gram and vegetables."
257,"Pomegranate Tea, Turkish Tea",14,"1 cup pomegranate (anar)
1 1/2 tsp lemon juice
1 tbsp sugar","Pomegranate Tea is a unique Turkish beverage made by blending and straining cooked pomegranate.

A dash of lemon juice adds to the tanginess of the drink, which is resplendent with the naturally bright colour and vibrant flavour of pomegranate.

When making the Pomegranate Tea, allow the cooked mixture to cool slightly and then blend it. Don�t let it cool completely because the beverage must be warm while serving.

Try other pomegranate recipes like Chatpata Pomegranate or Pomegranate Citrus Juice ."
258,Pooran Poli/oppittu,0,"1 cup chana dal (split Bengal gram)
1 1/2 cups sugar
1 1/2 cups plain flour (maida)
a few cardamoms (elaichi)
2 tbsp grated coconut
1/4 tsp turmeric powder (haldi)
a pinch of salt
3 tbsp sesame (til) oil
ghee for frying required amt.","U can make so many varieties of pooran poli, instead of sugar u can add to the above 1 cup of jaggery.

if u have a microwave at home & the poli is cold, u can heat it for 10 seconds & serve hot.

this is a delicious traditional sweet for bogi festival in Tamil nadu."
259,Poorni's Chocolate Modak,50,"For The Covering
1 cup rice flour (chawal ka atta)
water - 1 1/4 cup
oil - 1 tsp
a pinch of salt

For The Filling
1 cup grated coconut
1/4 cup grated jaggery (gur)
2 tbsp cocoa powder
1/4 cup chocolate chips
2 tbsp ghee","Want to make modak interesting, do try this. This will be a hit with children and adults alike."
260,"Potatoes and Buckwheat Pakora, Kuttu ki Vrat Pakodi",35,"1 cup boiled and mashed potatoes
1/2 cup buckwheat (kuttu or kutti no daro)
2 tbsp roasted and coarsely crushed peanuts
2 tbsp finely chopped coriander (dhania)
2 tsp finely chopped green chillies
1 tsp cumin seeds (jeera) powder
rock salt (sendha namak) to taste
oil for deep-frying

For Serving
peanut chutney","Sometimes, when vrats coincide with festivals, there is a lot of work to do and there are lots of visitors too, so you cannot go on a total fast. You need something tasty to serve your guests and also to keep you energised.

Recipes like the Potatoes and Buckwheat Pakora, which are absolutely exciting but also conform to the norms of a vrat are ideal to prepare on such days.

Made of mashed potatoes and buckwheat flour with a dash of crushed peanuts for crunch and ingredients like green chillies and coriander for flavour, the Potatoes and Buckwheat Pakora is irresistibly tasty with an enticing mouth-feel too. It is sure to boost your energy levels and bring you back on track.

You can also try other faraal recipes like Buckwheat Dhokla or Kand Sandwich ."
261,"Potato Khichdi , Faraal Aloo Khichdi",27,"4 medium sized potatoes
2 tbsp oil
1 tsp cumin seeds (jeera)
5 curry leaves (kadi patta)
salt to taste
1 tsp green chilli paste
1 1/2 tsp lemon juice
2 tbsp finely chopped coriander (dhania) , optional
1/4 cup roasted and coarsely crushed peanuts
1 tbsp sugar","A satiating and tasty khichdi made without any cereals or pulses � can you believe it? Well, here is a unique khichdi made with potato as the base. Perked up with crushed peanuts, green chillies and lemon juice, this lip-smacking Potato Khichdi has a pleasing combination of spiciness and tanginess that you will surely enjoy.


This Aloo Khichdi is perfect to have on faaral days. Some people have coriander on faaral days while some do not. If you would prefer to avoid it, you can just omit it from the recipe.


Serve with Rajgira ki Kadhi and Kand Wafers ."
262,"Potato Salli, Homemade Potato Salli",25,"2 cups thin potato fingers
1 tsp alum (phitkari)
salt to taste
oil for deep-frying","Potato Salli is a sev like snack made of potatoes. A special process of removing starch with alum, half-cooking the potato fingers, sun-drying and then deep-frying them gives the Potato Salli an impeccably crisp texture, which nobody can resist.

You can just munch on these plain salted Potato Salli or use it to make delectable snacks and chaat party .

You can try these recipes using Potato Salli like the Moong Sprouts and Potato Salli Chaat and Hare Mutter ki Chaat ."
263,"Potato Wafers, Farali Potato Chips Recipe, Fasting Recipe",20,"2 cups peeled and thinly sliced potatoes
oil for deep-frying
rock salt (sendha namak) to taste
freshly ground black pepper (kalimirch) to taste","This faraali version of Potato Wafers is much, much tastier than regular wafers, because it is perked up with rock salt and black pepper.


These two ingredients add a lot of zest to the Potato Wafers, making it a real treat to the palate. The irresistible crunch of Potato Wafers now comes together with a power-packed flavour too!


Besides relishing these wafers with your faaral food or on days you are fasting, you can also serve these wafers as an evening tea snack or along with sandwiches and burgers ."
264,Puran Poli,0,"1 vati chana dal (split Bengal gram)
1/2 vati jaggery (gur)
1/2 vati sugar
10-12 veldodyanchi pud,
thodese Keshar,
1/4 jayfal pud,
1 chamcha rava(aadhi thoda bhijat ghalava),
1 vati kanik,
1 chamcha tel,
mith",Puran poli is a sweet delicacy prepared on many festive occasions in Maharashtra. Sprouts puranpoli is a nice variation of the traditional puranpoli recipe and includes mashed sprouts as filling. Its one of the favorite Indian sweet dishes and relished everywhere.
265,Puranpoli,25,"300 gms chana dal (split Bengal gram)
300 gms jaggery (gur)
cardamom (elaichi) powder
200 gms plain flour (maida)
ghee
warm water to knead dough
ghee",A traditional maharashtrian dessert made with chana dal and jaggery. Famous during festival times.
